asin,Title,rate1,rate2,rate3,rate4,rate5,rating,totalreviews
B07YZLRS3Z,"Xiaomi Redmi Note 8 64GB + 4GB RAM, 6.3 LTE 48MP Factory Unlocked GSM Smartphone - International Version (Space Black)",3,1,4,7,55,4.6,103
B07YZS1PBD,"Motorola Moto E6 Plus (64GB, 4GB) 6.1, 3000mAh Removable Battery, FM Radio, US + Global 4G LTE Dual SIM GSM Factory Unlocked XT2025-1 - International Model (Graphite, 64 GB)",0,0,1,0,2,4.3,3
B07YZS6QT3,"Samsung Galaxy A30S w/On-Screen Fingerprint (64GB, 4GB) 6.4, Triple Camera, Dual SIM GSM Unlocked A307G/DS - US + Global 4G LTE International Model (64GB + 64GB SD + Case Bundle) (Black)",1,0,0,0,13,4.5,26
B07Z3XZDT5,"Samsung Galaxy Note 10 Factory Unlocked Cell Phone with 256GB (U.S. Warranty), Aura Black/ Note10 (Renewed)",5,0,1,2,6,3.5,18
B07Z41LHPB,"Samsung Galaxy Note 10+ Plus 256GB GSM Unlocked Smartphone, Aura Glow / Silver (Renewed)",5,0,2,0,2,2.8,11
B07Z8BL2VW,"Xiaomi Redmi 8A (32GB, 2GB RAM) 6.22 HD Display, Snapdragon 439, 5000mAh Battery, Dual SIM GSM Unlocked - US & Global 4G LTE International Version (Midnight Black, 32 GB)",0,0,0,0,7,4.4,9
B07ZDJ6V5S,"Oneplus 7 Pro GM1910 256GB, 8GB, Dual Sim, 6.67 inch, 48MP Main Lens Triple Camera, GSM Unlocked International Model, No Warranty (Nebula Blue) (Renewed)",1,0,0,0,0,1,1
B07ZDJCL76,"Samsung Galaxy A20s A207/DS, 32GB/3GB RAM Dual SIM 6.5'HD+ Snapdragon 450, Factory Unlocked (International Version) - (Black)",1,2,2,3,29,4.4,52
B07ZG6W4S2,Motorola Moto G8 Play XT2015-2 (32GB) 6.2 (19:9) HD+ 4G LTE GSM Factory Unlocked Smartphone (International Version) (Obsidian Grey),1,0,0,1,5,4.1,8
B07ZGHYFZ4,Xiaomi Mi Note 10 128GB 108MP Penta Camera 6.47″ LTE Factory Unlocked Smartphone (International Version) (Glacier White),0,0,0,0,3,5,3
B07ZHPCJW3,OnePlus 7T 8GB RAM 128GB ROM Factory Unlocked 6.55 inch AMOLED 90Hz Display Dual SIM Frosted Silver US Warranty,2,0,0,0,2,3.2,5
B07ZP9ZWFM,Google Pixel 3a G202G with 64GB Memory Cell Phone (Unlocked) - Just Blak (Renewed),0,0,0,0,2,5,2
B07ZPJBN55,"Motorola Moto G8 Play (32GB, 2GB RAM) 6.2 HD+ Display, Dual SIM GSM Unlocked (at&T/T-Mobile/MetroPCS/Cricket/H2O) - XT2015-2 - International Version (Obsidian Grey, 32GB + 64GB SD + Case Bundle)",1,0,0,1,5,4.1,8
B07ZPKBL9V,"Apple iPhone 11, 64GB, Unlocked - Red (Renewed)",0,0,0,0,1,5,1
B07ZPKZSSC,"Apple iPhone 11 Pro, 64GB, Fully Unlocked - Space Gray (Renewed)",1,0,0,0,0,1,1
B07ZQSGP53,"Xiaomi Redmi Note 8, 32GB/3GB RAM 6.3 FHD+ Display Snapdragon 665, Dual SIM Factory Unlocked Global Version (Space Black)",0,0,0,1,2,4.6,3
B081H6STQQ,Sony Xperia 1 Unlocked Smartphone and WH1000XM3 Wireless Noise Cancelling Heaphones,3,2,6,8,40,4.5,70
B081TJFVCJ,"Apple iPhone X, 64GB, Gray - Fully Unlocked (Renewed)",0,0,0,0,1,5,1
B0825BB7SG,Straight Talk Samsung Galaxy A10e Smartphone 5.8 32GB Memory 8MP Camera,0,0,0,0,1,5,1
